"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 1 7 5 "GO:0001516;GO:0046457" "prostanoid biosynthetic process" 1
0 0.234579685360634 3 7 "GO:0001522" "pseudouridine synthesis" 0.957806324110672
0 1 2 27 "GO:0001523;GO:0016101;GO:0006721" "terpenoid metabolic process" 1
0 0.275893490583962 2 94 "GO:0001525" "angiogenesis" 1
0 0.343102647937432 4 11 "GO:0001541" "ovarian follicle development" 1
0 0.951889677070018 2 125 "GO:0001558" "regulation of cell growth" 1
0 0.868889022155309 3 53 "GO:0001568" "blood vessel development" 1
0 0.0422618524194403 3 9 "GO:0001569" "branching involved in blood vessel morphogenesis" 0.622177419354839
0 0.69462555974219 3 31 "GO:0001570" "vasculogenesis" 1
0 0.338314446724633 2 32 "GO:0001578" "microtubule bundle formation" 1
0 0.615632607759893 3 25 "GO:0001649" "osteoblast differentiation" 1
0 0.122598653149496 2 51 "GO:0001654" "eye development" 0.866521739130435
0 1 2 11 "GO:0001656" "metanephros development" 1
0 1 3 13 "GO:0001657;GO:0072164" "mesonephric tubule development" 1
0 1 3 18 "GO:0001658" "branching involved in ureteric bud morphogenesis" 1
0 0.367748147437615 2 12 "GO:0001659" "temperature homeostasis" 1
0 1 3 9 "GO:0001662;GO:0002209;GO:0042596" "behavioral fear response" 1
0 0.564285445526642 2 78 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 1
0 0.154903915227413 2 76 "GO:0001667" "ameboidal-type cell migration" 0.919128787878788
0 0.670277777270607 2 29 "GO:0001676" "long-chain fatty acid metabolic process" 1
0 1 2 28 "GO:0001678" "cellular glucose homeostasis" 1
0 1 3 10 "GO:0001682;GO:0099116" "tRNA 5'-end processing" 1
0 0.894356882181878 3 100 "GO:0001701;GO:0043009" "chordate embryonic development" 1
0 1 2 7 "GO:0001702" "gastrulation with mouth forming second" 1
0 0.414310869753973 3 14 "GO:0001707;GO:0001704" "formation of primary germ layer" 1
0 0.100429878229812 2 30 "GO:0001708" "cell fate specification" 0.828676470588235
0 1 2 19 "GO:0001709" "cell fate determination" 1
0 1 7 5 "GO:0001731" "formation of translation preinitiation complex" 1
0 0.391472800019333 4 13 "GO:0001732" "formation of cytoplasmic translation initiation complex" 1
0 0.0472423320721442 4 22 "GO:0001736;GO:0007164" "establishment of planar polarity" 0.651923076923077
0 1 6 7 "GO:0001745" "compound eye morphogenesis" 1
0 1 2 5 "GO:0001751" "compound eye photoreceptor cell differentiation" 1
0 1 3 13 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 1
0 0.600617253872716 2 24 "GO:0001755" "neural crest cell migration" 1
0 0.575045874677793 4 51 "GO:0001764" "neuron migration" 1
0 1 2 7 "GO:0001774" "microglial cell activation" 1
0 0.497439135759986 2 18 "GO:0001776" "leukocyte homeostasis" 1
0 1 5 13 "GO:0001778" "plasma membrane repair" 1
0 0.367748147437615 3 12 "GO:0001782;GO:0002260" "lymphocyte homeostasis" 1
0 0.864938670267345 3 196 "GO:0001817" "regulation of cytokine production" 1
0 0.943880512267155 3 75 "GO:0001818" "negative regulation of cytokine production" 1
0 0.914916844790381 3 107 "GO:0001819" "positive regulation of cytokine production" 1
0 0.903664927747328 4 61 "GO:0001822" "kidney development" 1
0 0.234579685360634 3 7 "GO:0001824" "blastocyst development" 0.957806324110672
0 1 2 9 "GO:0001825" "blastocyst formation" 1
0 0.173800446975996 3 5 "GO:0001829" "trophectodermal cell differentiation" 0.86046511627907
0 1 2 6 "GO:0001833" "inner cell mass cell proliferation" 1
0 1 4 8 "GO:0001835;GO:0035188;GO:0071684" "blastocyst hatching" 1
0 0.204768041947583 7 6 "GO:0001836" "release of cytochrome c from mitochondria" 0.915348837209302
0 0.847067317569769 2 49 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 1
0 1 3 15 "GO:0001838;GO:0072175" "embryonic epithelial tube formation" 1
0 1 2 6 "GO:0001841" "neural tube formation" 1
0 0.717182536885988 2 33 "GO:0001843;GO:0060606" "tube closure" 1
0 1 2 8 "GO:0001881" "receptor recycling" 1
0 0.457458015566202 2 16 "GO:0001885" "endothelial cell development" 1
0 0.807376281494486 2 43 "GO:0001889" "liver development" 1
0 0.234579685360634 4 7 "GO:0001890" "placenta development" 0.957806324110672
0 0.298345937176479 2 51 "GO:0001894" "tissue homeostasis" 1
0 0.173800446975996 2 5 "GO:0001895" "retina homeostasis" 0.86046511627907
0 1 2 18 "GO:0001906" "cell killing" 1
0 1 2 9 "GO:0001909" "leukocyte mediated cytotoxicity" 1
0 1 2 8 "GO:0001910;GO:0031341" "regulation of cell killing" 1
0 1 4 10 "GO:0001919" "regulation of receptor recycling" 1
0 1 2 6 "GO:0001921" "positive regulation of receptor recycling" 1
0 1 3 7 "GO:0001923;GO:0031663;GO:2000321;GO:2000318" "positive regulation of T-helper 17 type immune response" 1
0 0.38627119026202 3 312 "GO:0001932" "regulation of protein phosphorylation" 1
0 0.550651969982769 3 104 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 1
0 0.476420668559116 5 200 "GO:0001934" "positive regulation of protein phosphorylation" 1
0 0.391472800019333 4 13 "GO:0001935" "endothelial cell proliferation" 1
0 0.807376281494486 6 43 "GO:0001936" "regulation of endothelial cell proliferation" 1
0 0.477829457215353 2 17 "GO:0001937" "negative regulation of endothelial cell proliferation" 1
0 1 2 26 "GO:0001938" "positive regulation of endothelial cell proliferation" 1
0 1 3 5 "GO:0001942" "hair follicle development" 1
0 0.534485621229834 2 20 "GO:0001944" "vasculature development" 1
0 1 3 11 "GO:0001945" "lymph vessel development" 1
0 1 2 33 "GO:0001952" "regulation of cell-matrix adhesion" 1
0 1 7 9 "GO:0001953" "negative regulation of cell-matrix adhesion" 1
0 1 2 15 "GO:0001954" "positive regulation of cell-matrix adhesion" 1
0 1 2 10 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter transport" 1
0 0.343102647937432 2 11 "GO:0001958;GO:0036075" "endochondral ossification" 1
0 1 3 33 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 1
0 1 4 19 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 1
0 1 2 9 "GO:0001974" "blood vessel remodeling" 1
0 1 2 6 "GO:0001996;GO:0010460" "positive regulation of heart rate" 1
0 0.685131636111164 2 153 "GO:0002009;GO:0048729" "tissue morphogenesis" 1
0 0.0279151669653281 2 18 "GO:0002011" "morphogenesis of an epithelial sheet" 0.542631578947368
0 0.516315418622292 5 19 "GO:0002027" "regulation of heart rate" 1
0 0.477829457215353 2 17 "GO:0002028" "regulation of sodium ion transport" 1
0 0.198420608156391 2 22 "GO:0002040" "sprouting angiogenesis" 1
0 1 3 5 "GO:0002052" "positive regulation of neuroblast proliferation" 1
0 1 2 12 "GO:0002053;GO:0010464" "regulation of mesenchymal cell proliferation" 1
0 1 2 19 "GO:0002062" "chondrocyte differentiation" 1
0 1 2 13 "GO:0002063" "chondrocyte development" 1
0 0.878607480226095 2 55 "GO:0002064" "epithelial cell development" 1
0 1 4 13 "GO:0002065;GO:0002067" "columnar/cuboidal epithelial cell differentiation" 1
0 1 2 11 "GO:0002066" "columnar/cuboidal epithelial cell development" 1
0 1 2 6 "GO:0002068" "glandular epithelial cell development" 1
0 1 3 6 "GO:0002082" "regulation of oxidative phosphorylation" 1
0 1 4 6 "GO:0002084;GO:0042159;GO:0098734;GO:0042157" "lipoprotein metabolic process" 1
0 0.497439135759986 3 18 "GO:0002088" "lens development in camera-type eye" 1
0 1 3 16 "GO:0002090" "regulation of receptor internalization" 1
0 1 4 10 "GO:0002092" "positive regulation of receptor internalization" 1
0 1 3 10 "GO:0002098;GO:0002097" "tRNA wobble base modification" 1
0 0.226233427758407 2 24 "GO:0002181" "cytoplasmic translation" 0.999010989010989
0 1 3 6 "GO:0002183" "cytoplasmic translational initiation" 1
0 1 4 18 "GO:0002218" "activation of innate immune response" 1
0 1 4 42 "GO:0002221" "pattern recognition receptor signaling pathway" 1
0 1 2 12 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 1
0 0.848140827367378 2 88 "GO:0002237" "response to molecule of bacterial origin" 1
0 0.58501792778462 4 23 "GO:0002244" "hematopoietic progenitor cell differentiation" 1
0 1 3 33 "GO:0002250" "adaptive immune response" 1
0 0.802097889490547 2 113 "GO:0002252" "immune effector process" 1
0 0.895944600957776 3 59 "GO:0002253" "activation of immune response" 1
0 1 4 13 "GO:0002262" "myeloid cell homeostasis" 1
0 1 2 31 "GO:0002274" "myeloid leukocyte activation" 1
0 1 3 12 "GO:0002275" "myeloid cell activation involved in immune response" 1
0 1 2 7 "GO:0002281" "macrophage activation involved in immune response" 1
0 1 2 18 "GO:0002285" "lymphocyte activation involved in immune response" 1
0 1 3 7 "GO:0002286" "T cell activation involved in immune response" 1
0 1 2 11 "GO:0002312" "B cell activation involved in immune response" 1
0 1 5 5 "GO:0002313" "mature B cell differentiation involved in immune response" 1
0 1 2 11 "GO:0002335" "mature B cell differentiation" 1
0 1 2 30 "GO:0002366;GO:0002263" "cell activation involved in immune response" 1
0 0.97082407328791 1 403 "GO:0002376" "immune system process" 1
0 0.799828734587203 5 42 "GO:0002429;GO:0002757;GO:0002768;GO:0002764" "immune response-regulating cell surface receptor signaling pathway" 1
0 1 3 13 "GO:0002443" "leukocyte mediated immunity" 1
0 1 5 6 "GO:0002446;GO:0002444" "neutrophil mediated immunity" 1
0 1 4 8 "GO:0002449" "lymphocyte mediated immunity" 1
0 1 2 12 "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 1
0 1 2 13 "GO:0002478;GO:0019884;GO:0048002" "antigen processing and presentation of peptide antigen" 1
0 0.698240833699412 3 64 "GO:0002521" "leukocyte differentiation" 1
0 0.0515476272083446 2 10 "GO:0002523" "leukocyte migration involved in inflammatory response" 0.660869565217391
0 1 5 17 "GO:0002526" "acute inflammatory response" 1
0 1 2 5 "GO:0002566" "somatic diversification of immune receptors via somatic mutation" 1
0 1 2 20 "GO:0002573" "myeloid leukocyte differentiation" 1
0 1 4 5 "GO:0002577" "regulation of antigen processing and presentation" 1
0 0.551976045865708 2 21 "GO:0002637" "regulation of immunoglobulin production" 1
0 0.234579685360634 4 7 "GO:0002639;GO:0045830" "positive regulation of immunoglobulin production" 0.957806324110672
0 0.204768041947583 2 6 "GO:0002673" "regulation of acute inflammatory response" 0.915348837209302
0 0.218096555234788 2 320 "GO:0002682" "regulation of immune system process" 0.976681614349776
0 0.327531433318332 2 101 "GO:0002683" "negative regulation of immune system process" 1
0 0.246921556270214 2 183 "GO:0002684" "positive regulation of immune system process" 1
0 0.379363242827768 2 35 "GO:0002685" "regulation of leukocyte migration" 1
0 1 3 5 "GO:0002686" "negative regulation of leukocyte migration" 1
0 0.226233427758407 4 24 "GO:0002687" "positive regulation of leukocyte migration" 0.999010989010989
0 0.497439135759986 3 18 "GO:0002690;GO:0002688" "regulation of leukocyte chemotaxis" 1
0 0.445216768438171 2 40 "GO:0002695;GO:0050866" "negative regulation of cell activation" 1
0 0.143751665310068 4 116 "GO:0002697" "regulation of immune effector process" 0.898
0 0.419314846499434 2 38 "GO:0002698" "negative regulation of immune effector process" 1
0 0.201701584491153 2 62 "GO:0002699" "positive regulation of immune effector process" 1
0 0.553147415332921 3 49 "GO:0002700" "regulation of production of molecular mediator of immune response" 1
0 0.0257888944836034 2 61 "GO:0002703" "regulation of leukocyte mediated immunity" 0.579268292682927
0 0.367748147437615 3 12 "GO:0002704" "negative regulation of leukocyte mediated immunity" 1
0 0.0811174106039983 2 44 "GO:0002706" "regulation of lymphocyte mediated immunity" 0.785593220338983
0 0.419314846499434 3 38 "GO:0002708;GO:0002824;GO:0002705;GO:0002821" "positive regulation of adaptive immune response" 1
0 0.0928324345679032 2 29 "GO:0002709" "regulation of T cell mediated immunity" 0.830263157894737
0 0.263278348014954 2 8 "GO:0002710;GO:0002707" "negative regulation of lymphocyte mediated immunity" 0.986505190311419
0 0.457926009205037 4 41 "GO:0002718;GO:0002720;GO:0002702" "positive regulation of production of molecular mediator of immune response" 1
0 0.534485621229834 3 20 "GO:0002726;GO:0002711;GO:0002724" "positive regulation of T cell mediated immunity" 1
0 1 2 7 "GO:0002730;GO:0002732" "regulation of dendritic cell cytokine production" 1
0 1 2 10 "GO:0002753" "cytoplasmic pattern recognition receptor signaling pathway" 1
0 1 2 30 "GO:0002755;GO:0002224" "toll-like receptor signaling pathway" 1
0 1 3 28 "GO:0002761;GO:0045670" "regulation of myeloid leukocyte differentiation" 1
0 1 2 13 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 1
0 1 6 6 "GO:0002784;GO:0002759;GO:0002922" "positive regulation of humoral immune response" 1
0 0.0649308379345145 2 58 "GO:0002819;GO:0002822" "regulation of adaptive immune response" 0.7075
0 0.0614814313802942 3 11 "GO:0002820;GO:0002823" "negative regulation of adaptive immune response" 0.686858974358974
0 1 3 6 "GO:0002825;GO:0002829" "negative regulation of type 2 immune response" 1
0 1 2 8 "GO:0002828" "regulation of type 2 immune response" 1
0 0.937876139876927 4 117 "GO:0002831" "regulation of response to biotic stimulus" 1
0 0.541904626981283 2 48 "GO:0002832;GO:0045824" "negative regulation of response to biotic stimulus" 1
0 1 2 53 "GO:0002833" "positive regulation of response to biotic stimulus" 1
0 0.173800446975996 2 5 "GO:0002834" "regulation of response to tumor cell" 0.86046511627907
0 0.31750071915951 2 10 "GO:0002861" "regulation of inflammatory response to antigenic stimulus" 1
0 1 4 5 "GO:0002862" "negative regulation of inflammatory response to antigenic stimulus" 1
0 0.157666044238487 2 19 "GO:0002886" "regulation of myeloid leukocyte mediated immunity" 0.910948905109489
0 1 2 6 "GO:0002888" "positive regulation of myeloid leukocyte mediated immunity" 1
0 0.457458015566202 3 16 "GO:0002889;GO:0002712;GO:0045191" "regulation of B cell mediated immunity" 1
0 0.31750071915951 5 10 "GO:0002891;GO:0002714" "positive regulation of B cell mediated immunity" 1
0 1 2 8 "GO:0002920" "regulation of humoral immune response" 1
0 1 3 16 "GO:0002931" "response to ischemia" 1
0 0.941703531869239 3 119 "GO:0003002" "regionalization" 1
0 0.648785789711794 2 289 "GO:0003006" "developmental process involved in reproduction" 1
0 0.457458015566202 4 16 "GO:0003007" "heart morphogenesis" 1
0 0.844578755676369 2 407 "GO:0003008" "system process" 1
0 0.187765320935881 3 40 "GO:0003012" "muscle system process" 0.948179271708683
0 0.519390012545236 3 100 "GO:0003013" "circulatory system process" 1
0 0.457458015566202 3 16 "GO:0003014" "renal system process" 1
0 1 2 15 "GO:0003017;GO:0036303;GO:0048014" "Tie signaling pathway" 1
0 0.431952045973528 4 64 "GO:0003018" "vascular process in circulatory system" 1
0 1 4 11 "GO:0003073" "regulation of systemic arterial blood pressure" 1
0 1 5 6 "GO:0003081;GO:0001990;GO:0003044;GO:0050886" "regulation of systemic arterial blood pressure mediated by a chemical signal" 1
0 0.204768041947583 2 6 "GO:0003085;GO:0031649;GO:0002025" "negative regulation of systemic arterial blood pressure" 0.915348837209302
0 0.282444437778681 2 28 "GO:0003143;GO:0001947" "embryonic heart tube morphogenesis" 1
0 0.391472800019333 2 13 "GO:0003148" "outflow tract septum morphogenesis" 1
0 1 3 10 "GO:0003151" "outflow tract morphogenesis" 1
0 1 6 6 "GO:0003156" "regulation of animal organ formation" 1
0 0.343102647937432 2 11 "GO:0003170" "heart valve development" 1
0 0.367748147437615 3 12 "GO:0003179" "heart valve morphogenesis" 1
0 1 2 5 "GO:0003181" "atrioventricular valve morphogenesis" 1
0 0.0258981814692756 2 7 "GO:0003188" "heart valve formation" 0.548850574712644
0 1 3 6 "GO:0003203" "endocardial cushion morphogenesis" 1
0 0.0189624721180615 2 6 "GO:0003207" "cardiac chamber formation" 0.436666666666667
0 0.204768041947583 4 6 "GO:0003208;GO:0003206" "cardiac chamber morphogenesis" 0.915348837209302
0 1 3 11 "GO:0003254" "regulation of membrane depolarization" 1
0 0.263278348014954 2 8 "GO:0003272" "endocardial cushion formation" 0.986505190311419
0 1 3 17 "GO:0003279" "cardiac septum development" 1
0 1 2 9 "GO:0003281" "ventricular septum development" 1
0 1 2 36 "GO:0003333" "amino acid transmembrane transport" 1
0 1 2 57 "GO:0003341" "cilium movement" 1
0 0.0189624721180615 3 6 "GO:0003344" "pericardium morphogenesis" 0.436666666666667
0 1 2 12 "GO:0003351;GO:0006858" "extracellular transport" 1
0 1 2 7 "GO:0003356" "regulation of cilium beat frequency" 1
0 1 2 10 "GO:0003382" "epithelial cell morphogenesis" 1
0 0.204768041947583 4 6 "GO:0003401" "axis elongation" 0.915348837209302
0 1 2 5 "GO:0003404" "optic vesicle morphogenesis" 1
0 1 5 5 "GO:0003406" "retinal pigment epithelium development" 1
0 1 4 5 "GO:0003413" "chondrocyte differentiation involved in endochondral bone morphogenesis" 1
0 0.496902431697481 2 177 "GO:0005975" "carbohydrate metabolic process" 1
0 0.615632607759893 3 25 "GO:0005976;GO:0044264" "polysaccharide metabolic process" 1
0 1 5 12 "GO:0005977;GO:0006073;GO:0006112;GO:0044042" "glucan metabolic process" 1
0 1 3 7 "GO:0005979;GO:0010962;GO:0032885" "regulation of polysaccharide biosynthetic process" 1
0 0.263278348014954 4 8 "GO:0006004" "fucose metabolic process" 0.986505190311419
0 0.706119466613724 4 32 "GO:0006006" "glucose metabolic process" 1
0 1 2 7 "GO:0006012" "galactose metabolic process" 1
0 1 3 5 "GO:0006020" "inositol metabolic process" 1
0 0.757439270402043 2 37 "GO:0006022" "aminoglycan metabolic process" 1
0 0.551976045865708 2 21 "GO:0006024;GO:0006023" "aminoglycan biosynthetic process" 1
0 1 2 11 "GO:0006026" "aminoglycan catabolic process" 1
0 1 3 5 "GO:0006027" "glycosaminoglycan catabolic process" 1
0 0.600617253872716 2 24 "GO:0006029" "proteoglycan metabolic process" 1
0 1 6 10 "GO:0006032;GO:0006030;GO:1901072" "glucosamine-containing compound catabolic process" 1
0 1 2 22 "GO:0006040" "amino sugar metabolic process" 1
0 1 2 7 "GO:0006044" "N-acetylglucosamine metabolic process" 1
0 1 4 7 "GO:0006047" "UDP-N-acetylglucosamine metabolic process" 1
0 0.558301167705464 2 105 "GO:0006066" "alcohol metabolic process" 1
0 0.324440701849451 2 31 "GO:0006081" "cellular aldehyde metabolic process" 1
0 1 4 11 "GO:0006084" "acetyl-CoA metabolic process" 1
0 1 5 6 "GO:0006085" "acetyl-CoA biosynthetic process" 1
0 1 6 8 "GO:0006089" "lactate metabolic process" 1
0 0.516315418622292 2 19 "GO:0006090" "pyruvate metabolic process" 1
0 0.0167536367533012 2 88 "GO:0006091" "generation of precursor metabolites and energy" 0.492857142857143
0 0.391472800019333 6 13 "GO:0006096;GO:0006757" "ATP generation from ADP" 1
0 0.436295351062534 3 15 "GO:0006099" "tricarboxylic acid cycle" 1
0 1 6 10 "GO:0006103" "2-oxoglutarate metabolic process" 1
0 1 2 5 "GO:0006108" "malate metabolic process" 1
0 0.518839885379003 2 46 "GO:0006109;GO:0010675" "regulation of carbohydrate metabolic process" 1
0 0.0945778934690222 2 14 "GO:0006110" "regulation of glycolytic process" 0.809090909090909
0 1 2 11 "GO:0006111" "regulation of gluconeogenesis" 1
0 0.290905409964393 3 9 "GO:0006119" "oxidative phosphorylation" 0.994883720930233
0 0.263278348014954 2 8 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 0.986505190311419
0 0.173800446975996 5 5 "GO:0006122" "mitochondrial electron transport, ubiquinol to cytochrome c" 0.86046511627907
0 1 3 5 "GO:0006123;GO:0019646" "aerobic electron transport chain" 1
0 1 4 7 "GO:0006144" "purine nucleobase metabolic process" 1
0 0.645470005205379 3 58 "GO:0006164;GO:0072522;GO:0009152;GO:0009260;GO:0046390" "ribose phosphate biosynthetic process" 1
0 0.497439135759986 4 18 "GO:0006165;GO:0046939" "nucleotide phosphorylation" 1
0 0.204768041947583 2 6 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.915348837209302
0 0.204768041947583 4 6 "GO:0006213" "pyrimidine nucleoside metabolic process" 0.915348837209302
0 0.204768041947583 5 6 "GO:0006244;GO:0072529" "pyrimidine-containing compound catabolic process" 0.915348837209302
0 0.0268519480123135 2 337 "GO:0006259" "DNA metabolic process" 0.556179775280899
0 0.000120732964546784 2 77 "GO:0006260" "DNA replication" 0.05
0 0.0419237544617802 4 21 "GO:0006261" "DNA-dependent DNA replication" 0.644957983193277
0 0.204768041947583 5 6 "GO:0006264" "mitochondrial DNA replication" 0.915348837209302
0 1 9 8 "GO:0006268" "DNA unwinding involved in DNA replication" 1
0 0.072002153435419 5 12 "GO:0006270" "DNA replication initiation" 0.719476744186046
0 0.596155317487437 2 53 "GO:0006275" "regulation of DNA replication" 1
0 0.00712315698721474 3 217 "GO:0006281" "DNA repair" 0.279166666666667
0 0.903664927747328 2 61 "GO:0006282" "regulation of DNA repair" 1
0 1 5 5 "GO:0006283" "transcription-coupled nucleotide-excision repair" 1
0 0.118855383507503 2 16 "GO:0006284" "base-excision repair" 0.850877192982456
0 1 2 21 "GO:0006289" "nucleotide-excision repair" 1
0 1 4 5 "GO:0006290" "pyrimidine dimer repair" 1
0 0.436295351062534 2 15 "GO:0006298" "mismatch repair" 1
0 0.0515476272083446 4 10 "GO:0006301" "postreplication repair" 0.660869565217391
0 0.148944965476729 4 75 "GO:0006302" "double-strand break repair" 0.893629343629344
